,mlp,mlp_cos
2021-07-13 18:00:00,104.79461302339011,-0.24810342422483597
2021-07-13 19:00:00,105.66333660867318,-0.26321504899315185
2021-07-13 20:00:00,105.34443141621408,-0.25854373691743127
2021-07-13 21:00:00,107.98087295553835,-0.304418155695508
2021-07-13 22:00:00,104.11670846667698,-0.2379091960638891
2021-07-13 23:00:00,104.8259812658051,-0.2502777552937766
2021-07-14 00:00:00,100.85553457630014,-0.17636241586865
2021-07-14 01:00:00,97.29784626913845,-0.11901256353752375
2021-07-14 02:00:00,99.05033023243314,-0.14676052331741304
2021-07-14 03:00:00,101.01394022275736,-0.17951533415774562
2021-07-14 04:00:00,101.21483900966103,-0.18409045837780838
2021-07-14 05:00:00,100.98510563848937,-0.18049715706682426
2021-07-14 06:00:00,100.28904212760703,-0.16904834192610305
2021-07-14 07:00:00,99.86486951826983,-0.1621516551677814
2021-07-14 08:00:00,97.79699417332841,-0.1282548518046026
2021-07-14 09:00:00,95.68461014340535,-0.0935286992942235
2021-07-14 10:00:00,95.03293260229398,-0.08250087751521541
2021-07-14 11:00:00,93.48380372470442,-0.05664272073806796
2021-07-14 12:00:00,88.96957245212313,0.0166031675338709
2021-07-14 13:00:00,89.44301367276775,0.008965618108862069
2021-07-14 14:00:00,84.52568742612516,0.08867276536809755
2021-07-14 15:00:00,83.62266573700073,0.10252019658851502
2021-07-14 16:00:00,83.09389891391469,0.10987559660307178
2021-07-14 17:00:00,80.970600595537,0.1444797602886588
2021-07-14 18:00:00,81.05868589186296,0.14358121401011084
2021-07-14 19:00:00,79.98984350985079,0.15682277396866579
2021-07-14 20:00:00,79.62295677991293,0.1510206272108627
2021-07-14 21:00:00,75.29502532979477,0.22332579568488709
2021-07-14 22:00:00,75.49546726976509,0.21913654821001743
2021-07-14 23:00:00,71.5946162776294,0.27935392642611484
2021-07-15 00:00:00,66.528296535928,0.32294769670780643
2021-07-15 01:00:00,64.75577067588306,0.35872041641608615
2021-07-15 02:00:00,60.16092105856173,0.4175856245927604
2021-07-15 03:00:00,56.582998886588534,0.4427007037373216
2021-07-15 04:00:00,54.002567520386606,0.4622502397789559
2021-07-15 05:00:00,52.68475209171347,0.49016716274492217
2021-07-15 06:00:00,55.52340470415735,0.4568788729057408
2021-07-15 07:00:00,57.802222608314196,0.4465678710512022
2021-07-15 08:00:00,59.860278014406774,0.43482886670082116
2021-07-15 09:00:00,56.73739129781692,0.5304539369326998
2021-07-15 10:00:00,65.12860316798448,0.3644985356526531
2021-07-15 11:00:00,67.66068498494603,0.32236456636328414
2021-07-15 12:00:00,63.30722708433353,0.394290357002636
2021-07-15 13:00:00,63.578797764186206,0.3481520395061492
2021-07-15 14:00:00,55.51362610350929,0.47776559775230915
2021-07-15 15:00:00,48.25237416187343,0.6295861679547584
2021-07-15 16:00:00,46.30845747103492,0.6549549013830056
2021-07-15 17:00:00,51.78104617968883,0.4946735861509292
2021-07-15 18:00:00,50.97939899101486,0.514652990733346
2021-07-15 19:00:00,45.822813925169854,0.657215993411216
2021-07-15 20:00:00,43.31898859602967,0.7498483741891591
2021-07-15 21:00:00,46.296723848514496,0.6599127411243559
2021-07-15 22:00:00,45.20648763481481,0.7179434297526939
2021-07-15 23:00:00,47.593887236248925,0.6600805893801603
2021-07-16 00:00:00,36.952149383973925,0.8924358645087598
2021-07-16 01:00:00,36.649758464556285,0.8979471846011766
2021-07-16 02:00:00,37.28410585770873,0.8872161832506175
2021-07-16 03:00:00,44.215693793344634,0.6709656903905338
2021-07-16 04:00:00,38.536169109121516,0.848385096173491
2021-07-16 05:00:00,37.363392269765484,0.8577301064488014
2021-07-16 06:00:00,36.46696738928382,0.8703886246752399
2021-07-16 07:00:00,36.235714561569715,0.8609360875732852
2021-07-16 08:00:00,33.546020939802276,0.8903982744187007
2021-07-16 09:00:00,30.73144095424255,0.9269209263458779
2021-07-16 10:00:00,29.884679736888614,0.9195444083737039
2021-07-16 11:00:00,29.034605615960295,0.9420258184351729
2021-07-16 12:00:00,28.592158581934324,0.9333201955330644
2021-07-16 13:00:00,35.273651312781425,0.8516411441864203
2021-07-16 14:00:00,39.89516885609735,0.7902206133012234
2021-07-16 15:00:00,39.8042520306337,0.7941714642363519
2021-07-16 16:00:00,37.062893629558566,0.8032559954211789
2021-07-16 17:00:00,29.58427601541347,0.8792381817791083
2021-07-16 18:00:00,32.47007597158165,0.7460005925802824
2021-07-16 19:00:00,46.708963768272035,0.5157379734092944
2021-07-16 20:00:00,62.89799108345289,0.3223167062965218
2021-07-16 21:00:00,74.37831905805872,0.1935637158194078
2021-07-16 22:00:00,84.10553802813101,0.07961081607934914
2021-07-16 23:00:00,95.24501095417376,-0.07925739779757908
2021-07-17 00:00:00,89.71500344448467,0.00477291316070021
2021-07-17 01:00:00,88.89891395446072,0.01865995152045285
2021-07-17 02:00:00,90.98219332882408,-0.016460719945852194
2021-07-17 03:00:00,89.97675843084619,0.00039221161062871307
2021-07-17 04:00:00,91.57528063003865,-0.026402702917152437
2021-07-17 05:00:00,90.33203808711978,-0.005540887257520235
2021-07-17 06:00:00,96.45300894544567,-0.09971360916870162
2021-07-17 07:00:00,99.01233983850767,-0.1304586775005476
2021-07-17 08:00:00,118.7947222987818,-0.38773054070116886
2021-07-17 09:00:00,107.37111508291444,-0.24640217384896299
2021-07-17 10:00:00,118.98439789440683,-0.4125239194332226
2021-07-17 11:00:00,122.02637520957086,-0.4654460144273843
2021-07-17 12:00:00,123.09731676196922,-0.4755360187759031
2021-07-17 13:00:00,120.80016888446976,-0.4385421145352587
2021-07-17 14:00:00,85.98463893465532,0.06223330182411773
2021-07-17 15:00:00,87.33879438928038,0.04176400371453083
2021-07-17 16:00:00,122.6858500998653,-0.5018002175112211
2021-07-17 17:00:00,127.11360081145982,-0.5788958626518628
2021-07-17 18:00:00,122.26610238616018,-0.5170607210316148
2021-07-17 19:00:00,123.15844008786794,-0.5379031696710654
2021-07-17 20:00:00,118.3548778391886,-0.455906984719699
2021-07-17 21:00:00,121.00059392547335,-0.5026550052744297
2021-07-17 22:00:00,122.13278827631208,-0.5230432759092447
2021-07-17 23:00:00,120.35815618086856,-0.49169154879988897
2021-07-18 00:00:00,117.25666377272232,-0.44209252100209445
2021-07-18 01:00:00,116.40942496462638,-0.42675078457064225
2021-07-18 02:00:00,116.62657637102129,-0.42936868659460803
2021-07-18 03:00:00,117.32062684740403,-0.4400410411256665
2021-07-18 04:00:00,115.60738205973581,-0.4102424750691173
2021-07-18 05:00:00,117.33883297355264,-0.43848787948412493
2021-07-18 06:00:00,115.40295880094445,-0.4051791378857528
2021-07-18 07:00:00,117.31785062899701,-0.4363707491204883
2021-07-18 08:00:00,119.073351213346,-0.4653415426479231
2021-07-18 09:00:00,120.44485829423272,-0.4883386940624744
2021-07-18 10:00:00,118.99146169248439,-0.4636114051174015
2021-07-18 11:00:00,119.87545841542601,-0.47918098655876035
2021-07-18 12:00:00,119.9789187633854,-0.481543685616461
2021-07-18 13:00:00,120.81024450650722,-0.49645814443187464
2021-07-18 14:00:00,121.18775868731424,-0.5033743495622085
2021-07-18 15:00:00,121.73668688589275,-0.5133997062550554
2021-07-18 16:00:00,122.0739017450603,-0.5202913312144726
2021-07-18 17:00:00,121.88730617473236,-0.5215654388287899
2021-07-18 18:00:00,121.61684831097618,-0.5161822015776623
2021-07-18 19:00:00,121.57385132116598,-0.5205272345088638
2021-07-18 20:00:00,121.02783761300647,-0.505063329044825
2021-07-18 21:00:00,120.27131390945127,-0.4905900109491035
2021-07-18 22:00:00,120.12513347097467,-0.48843399205030075
2021-07-18 23:00:00,120.15694964734045,-0.49137934475154565
2021-07-19 00:00:00,119.54641966554456,-0.48079089698902494
2021-07-19 01:00:00,118.8647565753325,-0.4679710502758011
2021-07-19 02:00:00,118.36974623664103,-0.45848113628311765
2021-07-19 03:00:00,118.39910880317346,-0.45808209255871474
2021-07-19 04:00:00,116.89263297132192,-0.43163693409110543
2021-07-19 05:00:00,116.92264052428003,-0.43129342248173097
2021-07-19 06:00:00,117.38670974597976,-0.4382764487910682
2021-07-19 07:00:00,119.03576657382824,-0.4657219504081675
2021-07-19 08:00:00,119.64808710874556,-0.48080878331763466
2021-07-19 09:00:00,120.05417264568901,-0.4894970816830387
2021-07-19 10:00:00,120.75851496659932,-0.5029237271730508
2021-07-19 11:00:00,120.65643564491371,-0.5017097076836913
2021-07-19 12:00:00,120.92806385207086,-0.507033796997955
2021-07-19 13:00:00,121.99692227507377,-0.5276609541248258
2021-07-19 14:00:00,121.74309954674766,-0.5242217205481333
2021-07-19 15:00:00,121.86821532237109,-0.527048211654529
2021-07-19 16:00:00,121.67493517209215,-0.5236403343190593
2021-07-19 17:00:00,121.94419594796705,-0.528556384357633
2021-07-19 18:00:00,119.42432297021266,-0.4836790374645408
2021-07-19 19:00:00,121.31869314937512,-0.5198767811908018
2021-07-19 20:00:00,120.18813732847661,-0.49679577716599493
2021-07-19 21:00:00,121.08763545808256,-0.5132580373159878
2021-07-19 22:00:00,121.19264581779281,-0.5136020883648323
2021-07-19 23:00:00,121.1522424987336,-0.5139307516262975
2021-07-20 00:00:00,118.60005037694951,-0.46833615833140846
2021-07-20 01:00:00,119.99239456637612,-0.492370040297649
2021-07-20 02:00:00,118.67653651741402,-0.46891230002566875
2021-07-20 03:00:00,118.77136482710647,-0.470533370695004
2021-07-20 04:00:00,117.83205768581364,-0.453952383705371
2021-07-20 05:00:00,120.34080738284969,-0.4973629505577158
2021-07-20 06:00:00,118.19939793900497,-0.45944825820696195
2021-07-20 07:00:00,119.22339379580755,-0.47731688037704684
2021-07-20 08:00:00,119.75933520684951,-0.4880731238321124
2021-07-20 09:00:00,120.60000436590266,-0.5031360058438455
2021-07-20 10:00:00,120.86477262760397,-0.5054558668882333
2021-07-20 11:00:00,121.60238996117614,-0.5147133417925532
2021-07-20 12:00:00,123.36752978949488,-0.5403396872976781
2021-07-20 13:00:00,123.76213137542885,-0.5433417726775414
2021-07-20 14:00:00,125.0549966566323,-0.5548474982050519
2021-07-20 15:00:00,123.6381662045247,-0.5339555540947443
2021-07-20 16:00:00,122.85611966261668,-0.5101277264555806
2021-07-20 17:00:00,123.25791823759492,-0.5150809422867857
2021-07-20 18:00:00,124.05876593633361,-0.527623148042398
2021-07-20 19:00:00,124.07199818207833,-0.5294615614297974
2021-07-20 20:00:00,128.87735656857322,-0.5898799939040761
2021-07-20 21:00:00,129.8250376109564,-0.5955723457076512
2021-07-20 22:00:00,128.21615219049843,-0.5719299499305346
2021-07-20 23:00:00,128.75010470871857,-0.5759207534402598
2021-07-21 00:00:00,115.4490179567125,-0.3566167287770382
2021-07-21 01:00:00,116.68165706240175,-0.39176428114532813
2021-07-21 02:00:00,117.74334153893564,-0.41876274178326783
2021-07-21 03:00:00,121.40846088143394,-0.48299336871495374
2021-07-21 04:00:00,118.35863505104395,-0.4464339230654534
2021-07-21 05:00:00,117.68911631461334,-0.4437288702526923
2021-07-21 06:00:00,119.56797963058943,-0.47923081149791513
2021-07-21 07:00:00,117.6596495257994,-0.44793946461406164
2021-07-21 08:00:00,116.86422335950893,-0.43652421574695927
2021-07-21 09:00:00,114.58854383638014,-0.40141549844341756
2021-07-21 10:00:00,114.19089269263543,-0.3976385267284728
2021-07-21 11:00:00,113.49604143249893,-0.3871619889607162
2021-07-21 12:00:00,115.88092686974906,-0.4274296059140739
2021-07-21 13:00:00,80.16236081937365,0.1742445003691842
2021-07-21 14:00:00,115.15287632462946,-0.41078891567321474
2021-07-21 15:00:00,115.9821677708586,-0.42295205034725347
2021-07-21 16:00:00,113.84966440543033,-0.38560837557473354
2021-07-21 17:00:00,115.29309897657534,-0.40855925992662545
2021-07-21 18:00:00,116.29772414393321,-0.42495426820698606
2021-07-21 19:00:00,113.95036803343596,-0.38586557029618895
2021-07-21 20:00:00,117.8837313686361,-0.45237184919925083
2021-07-21 21:00:00,118.40386734020684,-0.4612815476871291
2021-07-21 22:00:00,120.48785898248964,-0.49776798256068877
2021-07-21 23:00:00,120.44132884071675,-0.49699694762934826
2021-07-22 00:00:00,118.29217326154145,-0.46826730128768496
2021-07-22 01:00:00,118.26288989761571,-0.46671677827961333
2021-07-22 02:00:00,120.04463122847177,-0.4971830672374724
2021-07-22 03:00:00,118.24121640173874,-0.46441916346033785
2021-07-22 04:00:00,118.06413788605339,-0.46044738421815895
2021-07-22 05:00:00,117.7449369524456,-0.4541493311436251
2021-07-22 06:00:00,118.90205521461112,-0.47365007839845963
2021-07-22 07:00:00,119.15751747965729,-0.4774715396766014
2021-07-22 08:00:00,118.80649048457664,-0.47071257749340106
2021-07-22 09:00:00,116.53015787861132,-0.4310253583027975
2021-07-22 10:00:00,116.41412684709944,-0.42897338942692487
2021-07-22 11:00:00,115.84803277974224,-0.4195888212407957
2021-07-22 12:00:00,117.66693456835897,-0.45078422862850626
2021-07-22 13:00:00,117.80885993423406,-0.45341502468535094
2021-07-22 14:00:00,117.75092769537618,-0.45241600053942277
2021-07-22 15:00:00,118.83765509157583,-0.47118862325871624
2021-07-22 16:00:00,117.70893547596368,-0.4515132371188262
2021-07-22 17:00:00,118.75703053982149,-0.470117511021936
2021-07-22 18:00:00,118.99598428388626,-0.4759953962032521
2021-07-22 19:00:00,116.69177913747953,-0.4368036950190153
2021-07-22 20:00:00,116.53243564712162,-0.43431049228922985
2021-07-22 21:00:00,117.3072083903933,-0.4470316554213825
2021-07-22 22:00:00,117.4880239842108,-0.45535403023436
2021-07-22 23:00:00,116.90294810597565,-0.44753465145269583
2021-07-23 00:00:00,116.34448504236428,-0.4342412638998643
2021-07-23 01:00:00,116.33987239143808,-0.4352704302469627
2021-07-23 02:00:00,117.99859275248727,-0.4662779038639163
2021-07-23 03:00:00,116.00460606130308,-0.43321600834410773
2021-07-23 04:00:00,115.1987482355378,-0.41664915187973484
2021-07-23 05:00:00,115.59422499073833,-0.42026850410254135
2021-07-23 06:00:00,113.2006267661171,-0.381271283177521
2021-07-23 07:00:00,108.98050312514837,-0.31165510843207234
2021-07-23 08:00:00,106.01973512884481,-0.26267975960319556
2021-07-23 09:00:00,104.474170719754,-0.2374904813032407
2021-07-23 10:00:00,101.48714774784602,-0.18791671102379356
2021-07-23 11:00:00,97.34210869220801,-0.11805848359089341
2021-07-23 12:00:00,87.73597670365945,0.03370371379627809
2021-07-23 13:00:00,78.61469569601978,0.15096556600477
2021-07-23 14:00:00,73.03817036968124,0.22125296873800698
2021-07-23 15:00:00,70.79013216978457,0.24520051157774023
2021-07-23 16:00:00,68.00561686243067,0.28501272568765307
2021-07-23 17:00:00,71.62550981525028,0.2290773389328965
2021-07-23 18:00:00,76.45301137341325,0.1620077634847619
2021-07-23 19:00:00,52.25640879469486,0.644029692785357
2021-07-23 20:00:00,55.09255763430105,0.5775391413318685
2021-07-23 21:00:00,56.473948059524496,0.5601229386593715
2021-07-23 22:00:00,67.28045163376116,0.3373742910277448
2021-07-23 23:00:00,60.11994640559988,0.5082787377417433
2021-07-24 00:00:00,58.104476670670536,0.5419884157409467
2021-07-24 01:00:00,57.778850837289404,0.5572243348685265
2021-07-24 02:00:00,56.517164034763404,0.5948779104690327
2021-07-24 03:00:00,56.56592071836402,0.5971580628248537
2021-07-24 04:00:00,56.178718894492356,0.6059824289937773
2021-07-24 05:00:00,57.060144442453634,0.5864518368399845
2021-07-24 06:00:00,57.7341670965752,0.5735178082182715
2021-07-24 07:00:00,57.81181399638357,0.5752489877071982
2021-07-24 08:00:00,57.312472437142844,0.5945734595803763
2021-07-24 09:00:00,59.71464050351538,0.5603719747150779
2021-07-24 10:00:00,67.13753994091729,0.4209693391731974
2021-07-24 11:00:00,80.8018472351534,0.12208866719248901
2021-07-24 12:00:00,81.69014423167592,0.10625016865461563
2021-07-24 13:00:00,91.77935145453276,-0.025632357189430206
2021-07-24 14:00:00,98.77633212942321,-0.13724353375811316
2021-07-24 15:00:00,97.46532183176689,-0.12334434102603638
2021-07-24 16:00:00,95.99771504303548,-0.10004445215602507
2021-07-24 17:00:00,97.92947604463345,-0.13147773561222986
2021-07-24 18:00:00,94.79389339269154,-0.08051245535042253
2021-07-24 19:00:00,94.57893119908388,-0.07686515082299843
2021-07-24 20:00:00,94.31544448581357,-0.07254886909034804
2021-07-24 21:00:00,90.35207310854395,-0.006016043663272035
2021-07-24 22:00:00,95.24032196471997,-0.08838419915644441
2021-07-24 23:00:00,94.90147786806351,-0.082698712302897
2021-07-25 00:00:00,92.38831668188926,-0.03905889864066688
2021-07-25 01:00:00,89.95900551523152,0.0006887168655213661
2021-07-25 02:00:00,85.4539907021355,0.07900737437648729
2021-07-25 03:00:00,86.42707968197708,0.061710572085958086
2021-07-25 04:00:00,85.89957820479421,0.07096531825059749
2021-07-25 05:00:00,86.2826042051616,0.06431669338830054
2021-07-25 06:00:00,100.10248650633237,-0.1682018389007678
2021-07-25 07:00:00,101.94004774416244,-0.19609641164395714
2021-07-25 08:00:00,101.76185640812834,-0.1913999860137104
2021-07-25 09:00:00,110.7628833978624,-0.33292961320087433
2021-07-25 10:00:00,115.5981218402412,-0.41204851956343364
2021-07-25 11:00:00,97.99098136822084,-0.129124323663901
2021-07-25 12:00:00,88.86402662943117,0.01907366413419811
2021-07-25 13:00:00,88.55919464638232,0.02415155189294705
2021-07-25 14:00:00,88.67662347179859,0.0221256281049858
2021-07-25 15:00:00,98.1573236044104,-0.13101834690114703
2021-07-25 16:00:00,113.68939480460782,-0.37795662529112317
2021-07-25 17:00:00,112.84890815018862,-0.36427662509130404
2021-07-25 18:00:00,112.47038952481269,-0.3583804720492786
2021-07-25 19:00:00,113.90178411212774,-0.3822345142603361
2021-07-25 20:00:00,108.50565798303526,-0.2951479628679407
2021-07-25 21:00:00,111.60881861192752,-0.34523881266810474
2021-07-25 22:00:00,111.14858400066157,-0.33785095943993637
2021-07-25 23:00:00,110.5672031523089,-0.3285663057541066
2021-07-26 00:00:00,114.12839237527378,-0.3901440024619205
2021-07-26 01:00:00,111.41833017234075,-0.34475536315518013
2021-07-26 02:00:00,112.73167427219758,-0.36565211209419696
2021-07-26 03:00:00,112.42651809540628,-0.3599680574146208
2021-07-26 04:00:00,114.64601312864998,-0.39576459717185236
2021-07-26 05:00:00,115.18650160681112,-0.40397633085160944
2021-07-26 06:00:00,116.92251940958079,-0.4322820803989395
2021-07-26 07:00:00,113.12097209214527,-0.3686730288533285
2021-07-26 08:00:00,112.69170672052378,-0.3612622813276382
2021-07-26 09:00:00,117.32197138262899,-0.43748201849435037
2021-07-26 10:00:00,114.44016391544191,-0.38901240945286125
2021-07-26 11:00:00,114.33746484860943,-0.386952576363999
2021-07-26 12:00:00,115.14649976135816,-0.40002970466553917
2021-07-26 13:00:00,115.36179208234228,-0.40638132556648093
2021-07-26 14:00:00,119.45034612926723,-0.48105565550295665
2021-07-26 15:00:00,118.55535597072308,-0.4656343726366037
2021-07-26 16:00:00,116.46644130451578,-0.4287830170006263
2021-07-26 17:00:00,119.25288115565388,-0.47634913191210687
2021-07-26 18:00:00,117.29134185779449,-0.43910930675845794
2021-07-26 19:00:00,118.57743154430501,-0.46298370024802776
2021-07-26 20:00:00,117.37681966139866,-0.4423088506166862
2021-07-26 21:00:00,117.09307386993181,-0.43827678852751073
2021-07-26 22:00:00,118.02213746283901,-0.4558571644055223
2021-07-26 23:00:00,118.07160417519135,-0.46104444009140483
2021-07-27 00:00:00,113.82287974678643,-0.38447340846358874
2021-07-27 01:00:00,115.41457296336196,-0.4119009954073266
2021-07-27 02:00:00,118.41063706179868,-0.46620056221084466
2021-07-27 03:00:00,117.96675108697569,-0.4616102852812365
2021-07-27 04:00:00,119.19605611404113,-0.4851450521264574
2021-07-27 05:00:00,118.45097644779045,-0.47285713893986897
2021-07-27 06:00:00,119.77875889415579,-0.4968814950815961
2021-07-27 07:00:00,115.41608084712242,-0.42040894456282785
2021-07-27 08:00:00,117.2102551871545,-0.45153029470308437
2021-07-27 09:00:00,115.25004270394005,-0.41756715162819924
2021-07-27 10:00:00,115.51242955562904,-0.42214509691235363
2021-07-27 11:00:00,118.26280443276649,-0.4701195228470147
2021-07-27 12:00:00,116.7523329958821,-0.44382516337141126
2021-07-27 13:00:00,116.48695020948871,-0.440285135541238
2021-07-27 14:00:00,113.94253832095983,-0.39780452442917796
2021-07-27 15:00:00,116.54039361517302,-0.4444020271180521
2021-07-27 16:00:00,112.18091193605349,-0.3697705697823617
2021-07-27 17:00:00,115.17897690340972,-0.42126508501113374
2021-07-27 18:00:00,114.55827341821406,-0.4100514788472286
2021-07-27 19:00:00,112.53729493573235,-0.37464771838024435
2021-07-27 20:00:00,109.83338234908932,-0.3274933620337863
2021-07-27 21:00:00,91.00574231446059,-0.017091199393481846
2021-07-27 22:00:00,87.71493685421032,0.03858058779836467
2021-07-27 23:00:00,90.67297417806108,-0.010373598145148264
2021-07-28 00:00:00,78.28918353314124,0.1693148623359271
2021-07-28 01:00:00,78.84748180898923,0.15401266245331616
2021-07-28 02:00:00,57.83590464080204,0.4920388178409535
2021-07-28 03:00:00,40.67077880995739,0.8453126306768329
2021-07-28 04:00:00,62.360871397883486,0.31607261430740013
2021-07-28 05:00:00,49.3422891704567,0.5815281277392853
2021-07-28 06:00:00,64.53112673817706,0.2971254319711242
2021-07-28 07:00:00,51.74739343957643,0.5670611530027749
2021-07-28 08:00:00,54.07385168485295,0.514718395222853
2021-07-28 09:00:00,53.88652692367219,0.5215020162743385
2021-07-28 10:00:00,62.32259270163634,0.3337708697648365
2021-07-28 11:00:00,51.342649552183445,0.5334534486182132
2021-07-28 12:00:00,60.44869573810962,0.33859898572571756
2021-07-28 13:00:00,58.33633031271047,0.3776780365255937
2021-07-28 14:00:00,55.56817598665961,0.4182797431456352
2021-07-28 15:00:00,56.27448108655604,0.384921347996098
2021-07-28 16:00:00,54.67489039995209,0.408805580195748
2021-07-28 17:00:00,56.938126840528426,0.37415378016563594
2021-07-28 18:00:00,43.932898354412885,0.7184156452340124
2021-07-28 19:00:00,46.239722811377284,0.6686834265415438
2021-07-28 20:00:00,46.877037821711475,0.6746403653823797
2021-07-28 21:00:00,47.08330651799234,0.6940469955128041
2021-07-28 22:00:00,49.20634483880334,0.6523597321230854
