Date/Time,%       Time,Hsig,Tm02,Dir,PkDir,Watlev,Hswell,Tp_smoothed,site,site_name,lon,lat,run
2021-01-01 18:00:00,20210101.18,1.88807,7.3576,69.052,72.5,-0.6016,0.82931,9.2601,4, Tweed Heads Offshore WRB,153.680167,-28.212550,20210101_1200
2021-01-01 19:00:00,20210101.19,1.87962,7.4314,70.524,72.5,-0.5763,0.86947,9.3316,0, Brisbane WRB,153.6315552,-27.48715254,20210101_1200
2021-01-01 19:00:00,20210101.19,1.60464,6.9537,76.386,77.5,-0.5763,0.6118,9.1108,1, Gold Coast WRB,153.4425023,-27.96396491,20210101_1200
2021-01-01 19:00:00,20210101.19,1.67758,6.8275,68.271,62.5,-0.5763,0.54809,8.8995,2, Tweed Heads WRB,153.5759896,-28.18178849,20210101_1200
2021-01-01 19:00:00,20210101.19,1.66479,6.9612,68.08,67.5,-0.5763,0.61591,9.1015,3, Palm Beach WRB,153.48481,-28.09982,20210101_1200
2021-01-01 19:00:00,20210101.19,1.90281,7.4399,69.292,72.5,-0.5763,0.8999,9.3856,4, Tweed Heads Offshore WRB,153.680167,-28.212550,20210101_1200
2021-01-01 20:00:00,20210101.2,1.89131,7.5189,70.471,72.5,-0.4273,0.93775,9.5174,0, Brisbane WRB,153.6315552,-27.48715254,20210101_1200
2021-01-01 20:00:00,20210101.2,1.62376,7.0016,76.313,77.5,-0.4273,0.64281,9.1432,1, Gold Coast WRB,153.4425023,-27.96396491,20210101_1200
2021-01-01 20:00:00,20210101.2,1.6871,6.8899,67.977,62.5,-0.4273,0.57408,8.9805,2, Tweed Heads WRB,153.5759896,-28.18178849,20210101_1200
2021-01-01 20:00:00,20210101.2,1.67744,7.0007,68.012,67.5,-0.4273,0.64197,9.1298,3, Palm Beach WRB,153.48481,-28.09982,20210101_1200
2021-01-01 20:00:00,20210101.2,1.90987,7.5371,69.034,67.5,-0.4273,0.9733,9.6761,4, Tweed Heads Offshore WRB,153.680167,-28.212550,20210101_1200
2021-01-01 21:00:00,20210101.21,1.90845,7.6145,70.429,67.5,-0.2055,1.00651,9.7759,0, Brisbane WRB,153.6315552,-27.48715254,20210101_1200
2021-01-01 21:00:00,20210101.21,1.64428,7.0543,76.288,77.5,-0.2055,0.68163,9.1844,1, Gold Coast WRB,153.4425023,-27.96396491,20210101_1200
2021-01-01 21:00:00,20210101.21,1.6987,6.9484,67.868,62.5,-0.2055,0.60095,9.0361,2, Tweed Heads WRB,153.5759896,-28.18178849,20210101_1200
2021-01-01 21:00:00,20210101.21,1.69323,7.0482,68.05,67.5,-0.2055,0.67901,9.1694,3, Palm Beach WRB,153.48481,-28.09982,20210101_1200
2021-01-01 21:00:00,20210101.21,1.92281,7.6257,69.045,67.5,-0.2055,1.03051,9.833,4, Tweed Heads Offshore WRB,153.680167,-28.212550,20210101_1200
2021-01-01 22:00:00,20210101.22,1.92622,7.6955,70.609,67.5,0.0149,1.05902,9.8805,0, Brisbane WRB,153.6315552,-27.48715254,20210101_1200
2021-01-01 22:00:00,20210101.22,1.66314,7.1096,76.221,77.5,0.0149,0.72538,9.2395,1, Gold Coast WRB,153.4425023,-27.96396491,20210101_1200
2021-01-01 22:00:00,20210101.22,1.70936,6.9915,67.92,62.5,0.0149,0.62401,9.0709,2, Tweed Heads WRB,153.5759896,-28.18178849,20210101_1200
2021-01-01 22:00:00,20210101.22,1.71064,7.1021,68.184,67.5,0.0149,0.72621,9.2253,3, Palm Beach WRB,153.48481,-28.09982,20210101_1200
2021-01-01 22:00:00,20210101.22,1.93525,7.6883,69.39,72.5,0.0149,1.06875,9.8989,4, Tweed Heads Offshore WRB,153.680167,-28.212550,20210101_1200
2021-01-01 23:00:00,20210101.23,1.93846,7.7493,70.964,72.5,0.171,1.09227,9.9291,0, Brisbane WRB,153.6315552,-27.48715254,20210101_1200
