,mlp
2021-07-15 08:00:00,1.1155967549923411
2021-07-15 09:00:00,1.0921663561453463
2021-07-15 10:00:00,1.0945344715499667
2021-07-15 11:00:00,1.0718947841992026
2021-07-15 12:00:00,1.0633277689930014
2021-07-15 13:00:00,1.1148070132033385
2021-07-15 14:00:00,1.1550550856121509
2021-07-15 15:00:00,1.150741587985852
2021-07-15 16:00:00,1.1534599661391625
2021-07-15 17:00:00,1.1637327740182597
2021-07-15 18:00:00,1.167687357113851
2021-07-15 19:00:00,1.178898629585891
2021-07-15 20:00:00,1.1921090135507328
2021-07-15 21:00:00,1.1595894783662526
2021-07-15 22:00:00,1.1368159053309792
2021-07-15 23:00:00,1.141774312826875
2021-07-16 00:00:00,1.1397704811274245
2021-07-16 01:00:00,1.1048623197956717
2021-07-16 02:00:00,1.0405726260877606
2021-07-16 03:00:00,0.9908868241278085
2021-07-16 04:00:00,0.946753580214718
2021-07-16 05:00:00,0.9262772127726691
2021-07-16 06:00:00,0.9061112752196222
2021-07-16 07:00:00,0.8861416918848272
2021-07-16 08:00:00,0.8547472366570302
2021-07-16 09:00:00,0.8215696718467433
2021-07-16 10:00:00,0.7965740240167729
2021-07-16 11:00:00,0.770188892480945
2021-07-16 12:00:00,0.7439770507662375
2021-07-16 13:00:00,0.7833286173861695
2021-07-16 14:00:00,0.7756165150754888
2021-07-16 15:00:00,0.7665655067899486
2021-07-16 16:00:00,0.7595755942980353
2021-07-16 17:00:00,0.6972396397414471
2021-07-16 18:00:00,0.6390763273879191
2021-07-16 19:00:00,0.61629230450745
2021-07-16 20:00:00,0.6198618197410977
2021-07-16 21:00:00,0.6261590931056685
2021-07-16 22:00:00,0.6369031753920895
2021-07-16 23:00:00,0.6702862928734405
2021-07-17 00:00:00,0.8426227100251599
2021-07-17 01:00:00,0.8340538582685463
2021-07-17 02:00:00,0.8265326034176353
2021-07-17 03:00:00,0.8310162620962347
2021-07-17 04:00:00,0.8396263043241504
2021-07-17 05:00:00,0.8423518121171006
2021-07-17 06:00:00,0.7861142975652223
2021-07-17 07:00:00,0.7532282388530399
2021-07-17 08:00:00,0.7495829246558788
2021-07-17 09:00:00,0.7537194998372801
2021-07-17 10:00:00,0.75495541342777
2021-07-17 11:00:00,0.7540425699869102
2021-07-17 12:00:00,0.74815468945307
2021-07-17 13:00:00,0.7420798603795937
2021-07-17 14:00:00,0.7424790697094082
2021-07-17 15:00:00,0.7551489311766183
2021-07-17 16:00:00,0.7705051083825889
2021-07-17 17:00:00,0.7880382644739944
2021-07-17 18:00:00,0.8040376376455325
2021-07-17 19:00:00,0.8219752264619944
2021-07-17 20:00:00,0.8332854306028085
2021-07-17 21:00:00,0.8395837516763467
2021-07-17 22:00:00,0.8414577176129714
2021-07-17 23:00:00,0.8442623322460174
2021-07-18 00:00:00,0.9952152568553693
2021-07-18 01:00:00,0.9777516627664465
2021-07-18 02:00:00,0.980834561244416
2021-07-18 03:00:00,0.9888317662018477
2021-07-18 04:00:00,0.9950965400977235
2021-07-18 05:00:00,0.9935060559980414
2021-07-18 06:00:00,0.9720333386217049
2021-07-18 07:00:00,0.9528426983626396
2021-07-18 08:00:00,0.9439142338366246
2021-07-18 09:00:00,0.9322531177793765
2021-07-18 10:00:00,0.9208324269180936
2021-07-18 11:00:00,0.9097400983738647
2021-07-18 12:00:00,0.9003034346809574
2021-07-18 13:00:00,0.8905526002627955
2021-07-18 14:00:00,0.8839409289912246
2021-07-18 15:00:00,0.8797954285994214
2021-07-18 16:00:00,0.8777668160726969
2021-07-18 17:00:00,0.8766490242012989
2021-07-18 18:00:00,0.8749683101946023
2021-07-18 19:00:00,0.8741845757643292
2021-07-18 20:00:00,0.8730291332456911
2021-07-18 21:00:00,0.86874160364991
2021-07-18 22:00:00,0.8644217625074583
2021-07-18 23:00:00,0.8748607983560502
2021-07-19 00:00:00,1.0483356582444858
2021-07-19 01:00:00,1.013414741690095
2021-07-19 02:00:00,0.96914456215467
2021-07-19 03:00:00,0.9463467629574176
2021-07-19 04:00:00,0.9359269404440179
2021-07-19 05:00:00,0.9238203105377337
2021-07-19 06:00:00,0.9122017032996645
2021-07-19 07:00:00,0.8995766519431726
2021-07-19 08:00:00,0.8928710813453026
2021-07-19 09:00:00,0.8710244305831517
2021-07-19 10:00:00,0.8534323721814536
2021-07-19 11:00:00,0.832940886591013
2021-07-19 12:00:00,0.8135193209851258
2021-07-19 13:00:00,0.7974659794452723
2021-07-19 14:00:00,0.7822920734085281
2021-07-19 15:00:00,0.7699165523222533
2021-07-19 16:00:00,0.7586217142280275
2021-07-19 17:00:00,0.7431037985555725
2021-07-19 18:00:00,0.7267909222505684
2021-07-19 19:00:00,0.7139736312694922
2021-07-19 20:00:00,0.7059307543850278
2021-07-19 21:00:00,0.7048292498035895
2021-07-19 22:00:00,0.7058163099474453
2021-07-19 23:00:00,0.7121980275660307
2021-07-20 00:00:00,0.8869688835319571
2021-07-20 01:00:00,0.8881053994051596
2021-07-20 02:00:00,0.8840188745115151
2021-07-20 03:00:00,0.8762727591949838
2021-07-20 04:00:00,0.8621406717889885
2021-07-20 05:00:00,0.8481704659306746
2021-07-20 06:00:00,0.831260804076068
2021-07-20 07:00:00,0.8196590499527612
2021-07-20 08:00:00,0.8133221909759659
2021-07-20 09:00:00,0.811762006809223
2021-07-20 10:00:00,0.8149897178441318
2021-07-20 11:00:00,0.818258203717403
2021-07-20 12:00:00,0.8079343374192912
2021-07-20 13:00:00,0.7964538104568375
2021-07-20 14:00:00,0.7844162978540786
2021-07-20 15:00:00,0.7703115288480172
2021-07-20 16:00:00,0.7540507442236221
2021-07-20 17:00:00,0.7437748784133926
2021-07-20 18:00:00,0.736072161625056
2021-07-20 19:00:00,0.7309118595564637
2021-07-20 20:00:00,0.7258306503359883
2021-07-20 21:00:00,0.7170296326327997
2021-07-20 22:00:00,0.7090657849210364
2021-07-20 23:00:00,0.7012326401930755
2021-07-21 00:00:00,0.8300790570455508
2021-07-21 01:00:00,0.8390074100167891
2021-07-21 02:00:00,0.8518799188466106
2021-07-21 03:00:00,0.8693240206628848
2021-07-21 04:00:00,0.8886763913924962
2021-07-21 05:00:00,0.9148059089956999
2021-07-21 06:00:00,0.9450085460687095
2021-07-21 07:00:00,1.0661937201688338
2021-07-21 08:00:00,1.2413925395963905
2021-07-21 09:00:00,1.5798750082683655
2021-07-21 10:00:00,1.947337098021298
2021-07-21 11:00:00,2.148460382649199
2021-07-21 12:00:00,2.214813043101619
2021-07-21 13:00:00,2.1751591791095026
2021-07-21 14:00:00,2.0920139098937645
2021-07-21 15:00:00,1.9954964165871274
2021-07-21 16:00:00,1.8775814439457663
2021-07-21 17:00:00,1.7828559515683577
2021-07-21 18:00:00,1.691776391928713
2021-07-21 19:00:00,1.5967839574773133
2021-07-21 20:00:00,1.4809151121280135
2021-07-21 21:00:00,1.2803904251388047
2021-07-21 22:00:00,1.1320496462925713
2021-07-21 23:00:00,1.0417032984830799
2021-07-22 00:00:00,1.4069193973341134
2021-07-22 01:00:00,1.3620708549827034
2021-07-22 02:00:00,1.3229994406969188
2021-07-22 03:00:00,1.2873443975225327
2021-07-22 04:00:00,1.2499240047493816
2021-07-22 05:00:00,1.2169880409940186
2021-07-22 06:00:00,1.1837088236150668
2021-07-22 07:00:00,1.1512941870150066
2021-07-22 08:00:00,1.1141016530027739
2021-07-22 09:00:00,1.0880898055448542
2021-07-22 10:00:00,1.055167507264103
2021-07-22 11:00:00,1.0189236575398024
2021-07-22 12:00:00,0.9818544684431788
2021-07-22 13:00:00,0.9467003404342519
2021-07-22 14:00:00,0.9401182315546356
2021-07-22 15:00:00,0.9336940859750162
2021-07-22 16:00:00,0.9280805294328439
2021-07-22 17:00:00,0.9161868641351335
2021-07-22 18:00:00,0.9037898395611191
2021-07-22 19:00:00,0.8733841169272977
2021-07-22 20:00:00,0.8433938995184137
2021-07-22 21:00:00,0.813247489755253
2021-07-22 22:00:00,0.7915045443268562
2021-07-22 23:00:00,0.7969227181759965
2021-07-23 00:00:00,0.9283765476201964
2021-07-23 01:00:00,0.9143260922549602
2021-07-23 02:00:00,0.906757086586543
2021-07-23 03:00:00,0.9052373041600489
2021-07-23 04:00:00,0.9017986694760967
2021-07-23 05:00:00,0.9107481138787632
2021-07-23 06:00:00,0.9220152050542745
2021-07-23 07:00:00,1.0004941712776991
2021-07-23 08:00:00,1.0902636165600255
2021-07-23 09:00:00,1.1341541447633552
2021-07-23 10:00:00,1.2004406026887475
2021-07-23 11:00:00,1.2764009266879792
2021-07-23 12:00:00,1.3200061643887357
2021-07-23 13:00:00,1.2590018510326793
2021-07-23 14:00:00,1.2173077929599407
2021-07-23 15:00:00,1.1922970022159474
2021-07-23 16:00:00,1.1438914760049939
2021-07-23 17:00:00,1.1086742651089543
2021-07-23 18:00:00,1.0916883838476406
2021-07-23 19:00:00,1.0781881096405628
2021-07-23 20:00:00,1.0448272057788421
2021-07-23 21:00:00,1.0164966143710652
2021-07-23 22:00:00,0.9727595698930167
2021-07-23 23:00:00,0.9394178765487421
2021-07-24 00:00:00,1.0361030355770653
2021-07-24 01:00:00,1.041412425246052
2021-07-24 02:00:00,1.045558756839438
2021-07-24 03:00:00,1.0454600667630556
2021-07-24 04:00:00,1.0111657928878586
2021-07-24 05:00:00,0.97710544511075
2021-07-24 06:00:00,1.000402955225281
2021-07-24 07:00:00,1.0401764331430654
2021-07-24 08:00:00,1.067278064071001
2021-07-24 09:00:00,1.1245979636448287
2021-07-24 10:00:00,1.203910974284413
2021-07-24 11:00:00,0.656865215825268
2021-07-24 12:00:00,0.6555537925069583
2021-07-24 13:00:00,0.6883360220522712
2021-07-24 14:00:00,0.7518403978344773
2021-07-24 15:00:00,0.7354786672395375
2021-07-24 16:00:00,0.726837926566702
2021-07-24 17:00:00,0.7176706687763552
2021-07-24 18:00:00,0.7269132401018312
2021-07-24 19:00:00,0.7407056934756998
2021-07-24 20:00:00,0.7434409531859146
2021-07-24 21:00:00,0.7532348719081753
2021-07-24 22:00:00,0.7676854650154579
2021-07-24 23:00:00,0.7865454752330611
2021-07-25 00:00:00,0.8462096190056084
2021-07-25 01:00:00,0.8392230852242359
2021-07-25 02:00:00,0.8266474946501362
2021-07-25 03:00:00,0.810110197353202
2021-07-25 04:00:00,0.7928923697422777
2021-07-25 05:00:00,0.7789015561286828
2021-07-25 06:00:00,0.7725535165138769
2021-07-25 07:00:00,0.7692919468907085
2021-07-25 08:00:00,0.7757741525393412
2021-07-25 09:00:00,0.7828485250998667
2021-07-25 10:00:00,0.7912801317308097
2021-07-25 11:00:00,0.8120319858611528
2021-07-25 12:00:00,0.8274257881480774
2021-07-25 13:00:00,0.8408770248581876
2021-07-25 14:00:00,0.8598413044768665
2021-07-25 15:00:00,0.8789467469679177
2021-07-25 16:00:00,0.889980656763927
2021-07-25 17:00:00,0.9120967159773183
2021-07-25 18:00:00,0.9195074719273666
2021-07-25 19:00:00,0.9183586532697716
2021-07-25 20:00:00,0.9103343912595643
2021-07-25 21:00:00,0.8976654007227055
2021-07-25 22:00:00,0.8817596987295258
2021-07-25 23:00:00,0.8676143172928636
2021-07-26 00:00:00,0.950057657826664
2021-07-26 01:00:00,0.940986716577093
2021-07-26 02:00:00,0.9332509081886566
2021-07-26 03:00:00,0.9255929578813925
2021-07-26 04:00:00,0.9181175960423854
2021-07-26 05:00:00,0.9133481300611802
2021-07-26 06:00:00,0.9097525210315566
2021-07-26 07:00:00,0.9060149978100044
2021-07-26 08:00:00,0.9035456436036529
2021-07-26 09:00:00,0.9019456306398533
2021-07-26 10:00:00,0.8987354757212888
2021-07-26 11:00:00,0.8939062840433201
2021-07-26 12:00:00,0.8902740198336146
2021-07-26 13:00:00,0.8777666068472494
2021-07-26 14:00:00,0.866039227315647
2021-07-26 15:00:00,0.8537643252737229
2021-07-26 16:00:00,0.8379711901883716
2021-07-26 17:00:00,0.8242279461959886
2021-07-26 18:00:00,0.8089014657043784
2021-07-26 19:00:00,0.791044765499472
2021-07-26 20:00:00,0.7749371641369641
2021-07-26 21:00:00,0.767755162388995
2021-07-26 22:00:00,0.7550705881126111
2021-07-26 23:00:00,0.7494621692932251
2021-07-27 00:00:00,0.9029170332251938
2021-07-27 01:00:00,0.8924546337108085
2021-07-27 02:00:00,0.89074114895212
2021-07-27 03:00:00,0.8956056933138309
2021-07-27 04:00:00,0.9006089986013686
2021-07-27 05:00:00,0.8990670036506629
2021-07-27 06:00:00,0.8920545636157581
2021-07-27 07:00:00,0.8804100530018902
2021-07-27 08:00:00,0.868845197894652
2021-07-27 09:00:00,0.8506436753957071
2021-07-27 10:00:00,0.8337033916612926
2021-07-27 11:00:00,0.814443224485333
2021-07-27 12:00:00,0.8004565028275284
2021-07-27 13:00:00,0.7937883123281252
2021-07-27 14:00:00,0.7949043209963164
2021-07-27 15:00:00,0.8353333597984416
2021-07-27 16:00:00,0.8741553227866111
2021-07-27 17:00:00,0.9086317898539513
2021-07-27 18:00:00,0.9285133511635792
2021-07-27 19:00:00,0.9280268694607292
2021-07-27 20:00:00,0.922920533405201
2021-07-27 21:00:00,0.9294368313277632
2021-07-27 22:00:00,1.0588432948055726
2021-07-27 23:00:00,1.1580515969708685
2021-07-28 00:00:00,1.1142881360715746
2021-07-28 01:00:00,1.0587239428153925
2021-07-28 02:00:00,0.9338854654929754
2021-07-28 03:00:00,0.9251574564029765
2021-07-28 04:00:00,0.9272704892088727
2021-07-28 05:00:00,0.9228180777646668
2021-07-28 06:00:00,0.9135335498353715
2021-07-28 07:00:00,0.908584114981342
2021-07-28 08:00:00,0.9039313505897021
2021-07-28 09:00:00,0.9032604463585318
2021-07-28 10:00:00,0.9323309574928618
2021-07-28 11:00:00,0.9481694131573234
2021-07-28 12:00:00,0.9506534272279795
2021-07-28 13:00:00,0.9416904439731493
2021-07-28 14:00:00,0.933102765031983
2021-07-28 15:00:00,0.9300796018377371
2021-07-28 16:00:00,0.9222310066292577
2021-07-28 17:00:00,0.9076855091261481
2021-07-28 18:00:00,0.9077311879600551
2021-07-28 19:00:00,0.895514886209977
2021-07-28 20:00:00,0.8685342075039948
2021-07-28 21:00:00,0.8377692133986719
2021-07-28 22:00:00,0.8038647329249976
2021-07-28 23:00:00,0.7735463173597535
2021-07-29 00:00:00,0.8616430411029108
2021-07-29 01:00:00,0.8320485833711996
2021-07-29 02:00:00,0.8059536149679924
2021-07-29 03:00:00,0.7998062277854197
2021-07-29 04:00:00,0.8414425537630043
2021-07-29 05:00:00,0.8646308369889113
2021-07-29 06:00:00,0.8151349027433673
2021-07-29 07:00:00,0.8262271377519385
2021-07-29 08:00:00,0.8734497322074853
2021-07-29 09:00:00,0.911649161394264
2021-07-29 10:00:00,0.9206703855226943
2021-07-29 11:00:00,0.9301670228418205
2021-07-29 12:00:00,0.9549933787192812
2021-07-29 13:00:00,1.0323819138786687
2021-07-29 14:00:00,1.1140502051163044
2021-07-29 15:00:00,1.1330971175058127
2021-07-29 16:00:00,1.1302559146957414
2021-07-29 17:00:00,1.0911940844023376
2021-07-29 18:00:00,1.0687129162939553
2021-07-29 19:00:00,1.060841943108893
2021-07-29 20:00:00,1.0122654487123712
2021-07-29 21:00:00,0.9535278761451229
2021-07-29 22:00:00,0.9314208276720912
2021-07-29 23:00:00,0.9135902291191208
2021-07-30 00:00:00,1.062294866801289
2021-07-30 01:00:00,1.019955688487866
2021-07-30 02:00:00,0.9793834975032704
2021-07-30 03:00:00,0.9497981158866231
2021-07-30 04:00:00,0.9424864639919824
2021-07-30 05:00:00,0.9311335146915802
2021-07-30 06:00:00,0.9193841786677269
2021-07-30 07:00:00,0.9094545139164888
2021-07-30 08:00:00,0.9013957965148548
2021-07-30 09:00:00,0.8910124727329035
2021-07-30 10:00:00,0.8817199618919561
2021-07-30 11:00:00,0.8670099795197227
2021-07-30 12:00:00,0.8519260756143322
2021-07-30 13:00:00,0.837941434420414
2021-07-30 14:00:00,0.820862989709987
2021-07-30 15:00:00,0.805216111122294
2021-07-30 16:00:00,0.7999799073019876
2021-07-30 17:00:00,0.7888134957637021
2021-07-30 18:00:00,0.7757726745152994
2021-07-30 19:00:00,0.7682520838959603
2021-07-30 20:00:00,0.7642008497691865
2021-07-30 21:00:00,0.7650376023456352
2021-07-30 22:00:00,0.7800224299758725
2021-07-30 23:00:00,0.7921920522940687
