,mlp2
2021-07-15 12:00:00,4.991598891976913
2021-07-15 13:00:00,5.059500348519944
2021-07-15 14:00:00,5.061015006522698
2021-07-15 15:00:00,5.069815415898397
2021-07-15 16:00:00,5.085220334392756
2021-07-15 17:00:00,5.110021164187755
2021-07-15 18:00:00,5.074052669432829
2021-07-15 19:00:00,5.089434880905887
2021-07-15 20:00:00,5.208391245390585
2021-07-15 21:00:00,5.229512463155878
2021-07-15 22:00:00,5.249460995816131
2021-07-15 23:00:00,5.218217481907538
2021-07-16 00:00:00,4.719105617837435
2021-07-16 01:00:00,4.765869832335601
2021-07-16 02:00:00,4.789206783819993
2021-07-16 03:00:00,4.798547877130734
2021-07-16 04:00:00,4.795565714165575
2021-07-16 05:00:00,4.86045976768334
2021-07-16 06:00:00,4.919580140086425
2021-07-16 07:00:00,4.981307900954104
2021-07-16 08:00:00,5.062576891976904
2021-07-16 09:00:00,5.113071877453478
2021-07-16 10:00:00,5.114083335515974
2021-07-16 11:00:00,5.100891917085864
2021-07-16 12:00:00,5.063565878575046
2021-07-16 13:00:00,5.238946112948856
2021-07-16 14:00:00,5.31163740407354
2021-07-16 15:00:00,5.324745213944025
2021-07-16 16:00:00,5.204152669314734
2021-07-16 17:00:00,5.1766090273238605
2021-07-16 18:00:00,5.275989481890155
2021-07-16 19:00:00,5.393730634823692
2021-07-16 20:00:00,5.266552496404019
2021-07-16 21:00:00,5.351648478267346
2021-07-16 22:00:00,5.282133927078576
2021-07-16 23:00:00,5.242804801962503
2021-07-17 00:00:00,4.749466605480356
2021-07-17 01:00:00,4.6666782949792545
2021-07-17 02:00:00,4.606380687592373
2021-07-17 03:00:00,4.651987869846275
2021-07-17 04:00:00,4.716368344232032
2021-07-17 05:00:00,4.817403310921809
2021-07-17 06:00:00,4.98707620623323
2021-07-17 07:00:00,5.09539990343042
2021-07-17 08:00:00,5.115945168657979
2021-07-17 09:00:00,5.062349135381689
2021-07-17 10:00:00,5.055152638641449
2021-07-17 11:00:00,5.013988268070467
2021-07-17 12:00:00,5.061255937999813
2021-07-17 13:00:00,5.098943428626823
2021-07-17 14:00:00,5.148439740539992
2021-07-17 15:00:00,5.202329794342993
2021-07-17 16:00:00,5.146699071416118
2021-07-17 17:00:00,5.214229658708694
2021-07-17 18:00:00,5.277043266690952
2021-07-17 19:00:00,5.255189559187845
2021-07-17 20:00:00,5.192369881572587
2021-07-17 21:00:00,5.275606762902093
2021-07-17 22:00:00,5.471120356634558
2021-07-17 23:00:00,5.864242973182439
2021-07-18 00:00:00,4.880635960597694
2021-07-18 01:00:00,5.173549204440934
2021-07-18 02:00:00,5.361405459354438
2021-07-18 03:00:00,5.52975114892476
2021-07-18 04:00:00,5.875861958228705
2021-07-18 05:00:00,6.070503291684027
2021-07-18 06:00:00,6.101571990453923
2021-07-18 07:00:00,6.278904113019327
2021-07-18 08:00:00,6.555460293013607
2021-07-18 09:00:00,6.631782075234668
2021-07-18 10:00:00,6.707828800849477
2021-07-18 11:00:00,6.609405131013364
2021-07-18 12:00:00,6.463704362472338
2021-07-18 13:00:00,6.518141024945685
2021-07-18 14:00:00,6.594162076284657
2021-07-18 15:00:00,6.528011429992466
2021-07-18 16:00:00,6.534788142478345
2021-07-18 17:00:00,6.396274323703582
2021-07-18 18:00:00,6.555393272978492
2021-07-18 19:00:00,6.451440319918915
2021-07-18 20:00:00,6.436713353863868
2021-07-18 21:00:00,6.463904190049781
2021-07-18 22:00:00,6.516879414350704
2021-07-18 23:00:00,6.79779410980428
2021-07-19 00:00:00,5.584262402305445
2021-07-19 01:00:00,5.766393289411771
2021-07-19 02:00:00,5.712079852238742
2021-07-19 03:00:00,5.8148657602679
2021-07-19 04:00:00,5.8782883150207885
2021-07-19 05:00:00,6.074703356299377
2021-07-19 06:00:00,6.155502768346583
2021-07-19 07:00:00,6.111145366730988
2021-07-19 08:00:00,5.913408576539115
2021-07-19 09:00:00,5.704293168818819
2021-07-19 10:00:00,5.400391816336522
2021-07-19 11:00:00,5.385302633355973
2021-07-19 12:00:00,5.242518913564347
2021-07-19 13:00:00,5.158353533295255
2021-07-19 14:00:00,5.175999189853376
2021-07-19 15:00:00,5.226575773689854
2021-07-19 16:00:00,5.237280172959589
2021-07-19 17:00:00,5.181191162741375
2021-07-19 18:00:00,5.091491799816901
2021-07-19 19:00:00,5.001591565858941
2021-07-19 20:00:00,4.943463163683065
2021-07-19 21:00:00,5.053893084095553
2021-07-19 22:00:00,5.105508626540355
2021-07-19 23:00:00,5.158922725478552
2021-07-20 00:00:00,4.4760012399796025
2021-07-20 01:00:00,4.52957333567334
2021-07-20 02:00:00,4.630847550358423
2021-07-20 03:00:00,4.778496255082675
2021-07-20 04:00:00,4.8644704885007615
2021-07-20 05:00:00,5.034114815523578
2021-07-20 06:00:00,5.112829894027838
2021-07-20 07:00:00,5.126312665714996
2021-07-20 08:00:00,5.298226975113014
2021-07-20 09:00:00,5.277028142386661
2021-07-20 10:00:00,5.220888286483552
2021-07-20 11:00:00,5.217925683395547
2021-07-20 12:00:00,5.238092296656245
2021-07-20 13:00:00,5.240869263769553
2021-07-20 14:00:00,5.239167350656707
2021-07-20 15:00:00,5.2330775910935365
2021-07-20 16:00:00,5.213521236929786
2021-07-20 17:00:00,5.232764283702729
2021-07-20 18:00:00,5.190909377938436
2021-07-20 19:00:00,5.1475472714213755
2021-07-20 20:00:00,5.1874475760541205
2021-07-20 21:00:00,5.260241874273524
2021-07-20 22:00:00,5.128275753529333
2021-07-20 23:00:00,5.143085398434203
2021-07-21 00:00:00,5.077580997470338
2021-07-21 01:00:00,4.94058629174372
2021-07-21 02:00:00,4.711070355138565
2021-07-21 03:00:00,4.747497035090942
2021-07-21 04:00:00,4.790422079786477
2021-07-21 05:00:00,4.822515200825377
2021-07-21 06:00:00,4.91860584376312
2021-07-21 07:00:00,4.859907783576793
2021-07-21 08:00:00,5.144864984545868
2021-07-21 09:00:00,5.439279655007627
2021-07-21 10:00:00,5.8505820974105545
2021-07-21 11:00:00,6.172880632224705
2021-07-21 12:00:00,6.573496986445952
2021-07-21 13:00:00,6.720094631862873
2021-07-21 14:00:00,6.777711631272315
2021-07-21 15:00:00,6.758170595326003
2021-07-21 16:00:00,6.823171901633489
2021-07-21 17:00:00,6.75021678075049
2021-07-21 18:00:00,6.796491985657525
2021-07-21 19:00:00,6.587045341628161
2021-07-21 20:00:00,6.808141608528035
2021-07-21 21:00:00,6.8383969054474045
2021-07-21 22:00:00,6.856772517811337
2021-07-21 23:00:00,6.544383140486749
2021-07-22 00:00:00,5.699284787797194
2021-07-22 01:00:00,5.905504772739216
2021-07-22 02:00:00,6.01432435364872
2021-07-22 03:00:00,5.793464593404662
2021-07-22 04:00:00,5.764964759163376
2021-07-22 05:00:00,5.914524616399521
2021-07-22 06:00:00,5.978224322690323
2021-07-22 07:00:00,6.136127767469899
2021-07-22 08:00:00,6.041574317989938
2021-07-22 09:00:00,6.2391199030738855
2021-07-22 10:00:00,6.289909751506694
2021-07-22 11:00:00,6.242126216045137
2021-07-22 12:00:00,6.244050509078809
2021-07-22 13:00:00,6.1801859975007085
2021-07-22 14:00:00,6.172978671570346
2021-07-22 15:00:00,6.1789696753708325
2021-07-22 16:00:00,6.196709232997184
2021-07-22 17:00:00,5.922000180792821
2021-07-22 18:00:00,5.735582540027728
2021-07-22 19:00:00,5.614606229602475
2021-07-22 20:00:00,5.467737797062075
2021-07-22 21:00:00,5.461720302153787
2021-07-22 22:00:00,5.626707564776828
2021-07-22 23:00:00,5.802025528238031
2021-07-23 00:00:00,4.799827881547672
2021-07-23 01:00:00,4.7011410589306255
2021-07-23 02:00:00,4.606188396352279
2021-07-23 03:00:00,4.615048245682096
2021-07-23 04:00:00,4.63835343360977
2021-07-23 05:00:00,4.7065995209547
2021-07-23 06:00:00,4.7150294654225435
2021-07-23 07:00:00,4.626664260967288
2021-07-23 08:00:00,4.5794218495370265
2021-07-23 09:00:00,4.711135616411984
2021-07-23 10:00:00,4.948452203310581
2021-07-23 11:00:00,5.036382061042427
2021-07-23 12:00:00,4.865420289032044
2021-07-23 13:00:00,4.793671877683376
2021-07-23 14:00:00,4.829054240994287
2021-07-23 15:00:00,4.844694375121457
2021-07-23 16:00:00,4.872147283865443
2021-07-23 17:00:00,4.860521219910962
2021-07-23 18:00:00,4.927484120065226
2021-07-23 19:00:00,5.060692385917013
2021-07-23 20:00:00,5.137670326257177
2021-07-23 21:00:00,5.325276774428821
2021-07-23 22:00:00,5.388619032376865
2021-07-23 23:00:00,5.395781973482335
2021-07-24 00:00:00,4.952541847364339
2021-07-24 01:00:00,4.883993079982972
2021-07-24 02:00:00,4.775015389762704
2021-07-24 03:00:00,4.8091620065244935
2021-07-24 04:00:00,4.872956518342413
2021-07-24 05:00:00,4.889850632366863
2021-07-24 06:00:00,4.911490038385479
2021-07-24 07:00:00,4.878667944499391
2021-07-24 08:00:00,4.850259339368601
2021-07-24 09:00:00,4.821428000446815
2021-07-24 10:00:00,4.773820302442113
2021-07-24 11:00:00,5.165370509299339
2021-07-24 12:00:00,5.097034350771807
2021-07-24 13:00:00,5.130666859070269
2021-07-24 14:00:00,5.07160238853029
2021-07-24 15:00:00,5.132709128295506
2021-07-24 16:00:00,5.192130592038316
2021-07-24 17:00:00,5.250171243517229
2021-07-24 18:00:00,5.2105454329768675
2021-07-24 19:00:00,5.103423375602187
2021-07-24 20:00:00,5.091518942477399
2021-07-24 21:00:00,5.15841072152989
2021-07-24 22:00:00,5.15032978468577
2021-07-24 23:00:00,5.10896693246271
2021-07-25 00:00:00,4.3487743426973795
2021-07-25 01:00:00,4.375634476294944
2021-07-25 02:00:00,4.463265961247705
2021-07-25 03:00:00,4.551995002166118
2021-07-25 04:00:00,4.672856770563251
2021-07-25 05:00:00,4.76885709860478
2021-07-25 06:00:00,4.82303916139686
2021-07-25 07:00:00,4.703366578203247
2021-07-25 08:00:00,4.777497317995607
2021-07-25 09:00:00,4.844257768815048
2021-07-25 10:00:00,4.901225094490686
2021-07-25 11:00:00,4.955827597404219
2021-07-25 12:00:00,5.029257441462123
2021-07-25 13:00:00,5.097154087125063
2021-07-25 14:00:00,5.157345826215038
2021-07-25 15:00:00,5.117822757341053
2021-07-25 16:00:00,5.048874158178439
2021-07-25 17:00:00,5.122292053725969
2021-07-25 18:00:00,5.257429352490593
2021-07-25 19:00:00,5.63545723095257
2021-07-25 20:00:00,6.102328275150205
2021-07-25 21:00:00,6.4781808870503115
2021-07-25 22:00:00,6.546672760289723
2021-07-25 23:00:00,6.746059092748921
2021-07-26 00:00:00,5.311547129922265
2021-07-26 01:00:00,5.364600515123454
2021-07-26 02:00:00,5.4238467738691245
2021-07-26 03:00:00,5.413800452629119
2021-07-26 04:00:00,5.473300179849262
2021-07-26 05:00:00,5.656592240728379
2021-07-26 06:00:00,5.835148976981596
2021-07-26 07:00:00,5.924193355399268
2021-07-26 08:00:00,6.0363518908481595
2021-07-26 09:00:00,6.20946004439262
2021-07-26 10:00:00,6.3118677025802254
2021-07-26 11:00:00,6.55853736562079
2021-07-26 12:00:00,6.796626943716787
2021-07-26 13:00:00,6.973030240900261
2021-07-26 14:00:00,6.914548543521859
2021-07-26 15:00:00,6.8511355064055675
2021-07-26 16:00:00,6.908855567680695
2021-07-26 17:00:00,6.31382741371642
2021-07-26 18:00:00,6.2145532101860015
2021-07-26 19:00:00,6.141482256485322
2021-07-26 20:00:00,6.079321741768339
2021-07-26 21:00:00,5.7597348984558385
2021-07-26 22:00:00,5.81812387188644
2021-07-26 23:00:00,6.024883759560709
2021-07-27 00:00:00,5.068421143034397
2021-07-27 01:00:00,4.968180049774325
2021-07-27 02:00:00,4.556677764523796
2021-07-27 03:00:00,4.274341577543384
2021-07-27 04:00:00,4.348317028372043
2021-07-27 05:00:00,4.453915597937852
2021-07-27 06:00:00,4.5430366256751284
2021-07-27 07:00:00,4.6406819917735485
2021-07-27 08:00:00,4.7154100723108705
2021-07-27 09:00:00,4.797103098160532
2021-07-27 10:00:00,4.874578257414479
2021-07-27 11:00:00,4.975541792282881
2021-07-27 12:00:00,5.057911873541833
2021-07-27 13:00:00,5.109792074827716
2021-07-27 14:00:00,5.092997417111798
2021-07-27 15:00:00,5.000737737558179
2021-07-27 16:00:00,4.920718410795451
2021-07-27 17:00:00,4.888976891285385
2021-07-27 18:00:00,4.877566912272488
2021-07-27 19:00:00,4.855538811111308
2021-07-27 20:00:00,4.855452461695649
2021-07-27 21:00:00,4.813846402334563
2021-07-27 22:00:00,4.660224839829495
2021-07-27 23:00:00,4.725922881098735
2021-07-28 00:00:00,4.549169614449294
2021-07-28 01:00:00,4.5994118526278545
2021-07-28 02:00:00,4.827600572947018
2021-07-28 03:00:00,5.0588046466791985
2021-07-28 04:00:00,5.125505230762053
2021-07-28 05:00:00,5.1398169413356065
2021-07-28 06:00:00,5.137890546316297
2021-07-28 07:00:00,5.109395244259472
2021-07-28 08:00:00,5.089463024414528
2021-07-28 09:00:00,5.09713008534707
2021-07-28 10:00:00,5.129926222416029
2021-07-28 11:00:00,5.120832673759795
2021-07-28 12:00:00,5.134391448454746
2021-07-28 13:00:00,5.078551968463662
2021-07-28 14:00:00,5.103849067126304
2021-07-28 15:00:00,5.129540597506553
2021-07-28 16:00:00,5.158600221288694
2021-07-28 17:00:00,5.118260492936461
2021-07-28 18:00:00,5.131212047142351
2021-07-28 19:00:00,5.133314132996684
2021-07-28 20:00:00,5.1368762767847365
2021-07-28 21:00:00,5.118805118674775
2021-07-28 22:00:00,5.126759550047537
2021-07-28 23:00:00,5.071585604959526
2021-07-29 00:00:00,4.610538646572701
2021-07-29 01:00:00,4.668338595812087
2021-07-29 02:00:00,4.736797125690412
2021-07-29 03:00:00,4.799448665718051
2021-07-29 04:00:00,4.62565172098887
2021-07-29 05:00:00,4.60931461652081
2021-07-29 06:00:00,4.957732598015895
2021-07-29 07:00:00,5.106857327181637
2021-07-29 08:00:00,5.18619454868432
2021-07-29 09:00:00,5.147533893155467
2021-07-29 10:00:00,5.134629939362905
2021-07-29 11:00:00,5.078189502933186
2021-07-29 12:00:00,5.034665482991911
2021-07-29 13:00:00,5.003840649148579
2021-07-29 14:00:00,5.011066068077911
2021-07-29 15:00:00,5.012215194627311
2021-07-29 16:00:00,5.194589801386398
2021-07-29 17:00:00,5.253032209738715
2021-07-29 18:00:00,5.263511547524803
2021-07-29 19:00:00,5.299309967041403
2021-07-29 20:00:00,5.305893612707426
2021-07-29 21:00:00,5.381992651512927
2021-07-29 22:00:00,5.309407006653711
2021-07-29 23:00:00,5.403562711139535
2021-07-30 00:00:00,4.690814118839506
2021-07-30 01:00:00,4.76687405928368
2021-07-30 02:00:00,4.754983374205643
2021-07-30 03:00:00,4.81495363675518
2021-07-30 04:00:00,4.949753699018804
2021-07-30 05:00:00,5.1364710875184
2021-07-30 06:00:00,5.26614779297212
2021-07-30 07:00:00,5.475612798468175
2021-07-30 08:00:00,5.475240500867121
2021-07-30 09:00:00,5.701324164821805
2021-07-30 10:00:00,5.78563888417396
2021-07-30 11:00:00,5.883607058204813
2021-07-30 12:00:00,6.031375951412567
2021-07-30 13:00:00,6.011711951476316
2021-07-30 14:00:00,6.0033006955111805
2021-07-30 15:00:00,5.965930890642186
2021-07-30 16:00:00,6.074357414507204
2021-07-30 17:00:00,6.105922019765869
2021-07-30 18:00:00,6.143361379895688
2021-07-30 19:00:00,6.056314244852009
2021-07-30 20:00:00,5.855314370582054
2021-07-30 21:00:00,5.9386884284435615
2021-07-30 22:00:00,5.704822061658198
2021-07-30 23:00:00,5.595848197633927
2021-07-31 00:00:00,4.628711066157766
2021-07-31 01:00:00,4.650449612148499
2021-07-31 02:00:00,4.631201272691237
2021-07-31 03:00:00,4.665059052622157
2021-07-31 04:00:00,4.67500362762935
2021-07-31 05:00:00,4.737302894603836
2021-07-31 06:00:00,4.786229951545566
2021-07-31 07:00:00,4.728794345758683
2021-07-31 08:00:00,4.748464733530154
2021-07-31 09:00:00,4.687034145023752
2021-07-31 10:00:00,4.653427602483818
2021-07-31 11:00:00,4.7224298883928535
2021-07-31 12:00:00,4.743673302615825
2021-07-31 13:00:00,4.709644662317351
2021-07-31 14:00:00,4.656630889439499
2021-07-31 15:00:00,4.739820096720393
2021-07-31 16:00:00,4.841383906680167
2021-07-31 17:00:00,4.973398771778792
2021-07-31 18:00:00,5.0540986017688585
2021-07-31 19:00:00,5.1122807314109044
2021-07-31 20:00:00,5.141416963831968
2021-07-31 21:00:00,5.1251922865855555
2021-07-31 22:00:00,5.108528737377583
2021-07-31 23:00:00,5.084073190339247
2021-08-01 00:00:00,4.886666744596496
2021-08-01 01:00:00,4.935977469878841
2021-08-01 02:00:00,4.9954699287964175
2021-08-01 03:00:00,4.984243796128715
2021-08-01 04:00:00,4.988539263773307
2021-08-01 05:00:00,5.027770918113979
2021-08-01 06:00:00,5.086788426002419
2021-08-01 07:00:00,5.135904955032896
2021-08-01 08:00:00,5.165417133475516
2021-08-01 09:00:00,5.1542728571747904
2021-08-01 10:00:00,5.115129183633829
2021-08-01 11:00:00,5.093924212475565
2021-08-01 12:00:00,5.026654305428456
2021-08-01 13:00:00,5.051795254188249
2021-08-01 14:00:00,5.09790533451461
2021-08-01 15:00:00,5.12487189940741
2021-08-01 16:00:00,5.100856462961222
2021-08-01 17:00:00,5.05695477429454
2021-08-01 18:00:00,5.006214304743034
2021-08-01 19:00:00,4.967697454220901
2021-08-01 20:00:00,4.928483566828676
2021-08-01 21:00:00,4.898911291326677
2021-08-01 22:00:00,4.837141199992707
2021-08-01 23:00:00,4.9439037805159325
2021-08-02 00:00:00,4.6269930613252015
2021-08-02 01:00:00,4.674120534837777
2021-08-02 02:00:00,4.728107353298037
2021-08-02 03:00:00,4.788041255509368
2021-08-02 04:00:00,4.8134527691753535
2021-08-02 05:00:00,4.833688467240777
2021-08-02 06:00:00,4.817897786676883
2021-08-02 07:00:00,4.828613692261887
2021-08-02 08:00:00,4.813978467422064
2021-08-02 09:00:00,4.796975721108502
2021-08-02 10:00:00,4.810132386468134
2021-08-02 11:00:00,4.927991270005758
2021-08-02 12:00:00,5.021099095458166
2021-08-02 13:00:00,5.014680711200928
2021-08-02 14:00:00,5.006548793227377
2021-08-02 15:00:00,5.121900140542895
2021-08-02 16:00:00,5.148439567637264
2021-08-02 17:00:00,5.348934207808653
2021-08-02 18:00:00,5.404439739218021
2021-08-02 19:00:00,5.495928491207782
2021-08-02 20:00:00,5.550371653212323
2021-08-02 21:00:00,5.584119133151485
2021-08-02 22:00:00,5.599218409447024
2021-08-02 23:00:00,5.672043639407745
2021-08-03 00:00:00,4.84411489549264
2021-08-03 01:00:00,4.901138782750927
2021-08-03 02:00:00,4.86407711836455
2021-08-03 03:00:00,4.804589461391201
2021-08-03 04:00:00,4.815402841396913
2021-08-03 05:00:00,4.838886299086665
2021-08-03 06:00:00,4.933164477067811
2021-08-03 07:00:00,5.020265875688212
2021-08-03 08:00:00,5.1285631088169
2021-08-03 09:00:00,5.247256232855454
2021-08-03 10:00:00,5.392184246326457
2021-08-03 11:00:00,5.494828670138301
2021-08-03 12:00:00,5.220309464042078
2021-08-03 13:00:00,5.313644146868672
2021-08-03 14:00:00,5.259006157914422
2021-08-03 15:00:00,4.771585964845952
2021-08-03 16:00:00,4.737846965373804
2021-08-03 17:00:00,4.755888031346364
2021-08-03 18:00:00,4.7849196810904635
2021-08-03 19:00:00,4.805539561492397
2021-08-03 20:00:00,4.815274009739392
2021-08-03 21:00:00,4.913808846813644
2021-08-03 22:00:00,4.898378577001814
2021-08-03 23:00:00,5.024387405291093
2021-08-04 00:00:00,4.515877650267056
2021-08-04 01:00:00,4.935402701820942
2021-08-04 02:00:00,5.328571798520277
2021-08-04 03:00:00,5.528377507814125
2021-08-04 04:00:00,5.611187262315561
2021-08-04 05:00:00,5.478858264552779
2021-08-04 06:00:00,5.2409169099432695
2021-08-04 07:00:00,5.255164471612257
2021-08-04 08:00:00,5.304663090956004
2021-08-04 09:00:00,5.427746092246742
2021-08-04 10:00:00,5.603305218048958
2021-08-04 11:00:00,5.575193138393195
2021-08-04 12:00:00,5.554620516424841
2021-08-04 13:00:00,5.627652945240568
2021-08-04 14:00:00,5.611897092641614
2021-08-04 15:00:00,5.082667528488748
2021-08-04 16:00:00,5.068913962760435
2021-08-04 17:00:00,5.243245379974517
2021-08-04 18:00:00,5.505036802951258
2021-08-04 19:00:00,6.0688430601446886
2021-08-04 20:00:00,6.544769633370234
2021-08-04 21:00:00,6.92095489047631
2021-08-04 22:00:00,6.964127610731468
2021-08-04 23:00:00,6.826182764272189
2021-08-05 00:00:00,5.821022159698356
2021-08-05 01:00:00,6.315259841323411
2021-08-05 02:00:00,6.706055695164496
2021-08-05 03:00:00,7.226973829918929
2021-08-05 04:00:00,7.3998026948979705
2021-08-05 05:00:00,7.538432486036306
2021-08-05 06:00:00,7.352411628852454
2021-08-05 07:00:00,7.5365959364442645
2021-08-05 08:00:00,7.673101126584924
2021-08-05 09:00:00,7.9507831241542615
2021-08-05 10:00:00,7.91733124789863
2021-08-05 11:00:00,7.809120363138729
2021-08-05 12:00:00,7.588510294646994
2021-08-05 13:00:00,7.8519540836270965
2021-08-05 14:00:00,7.811551958561738
2021-08-05 15:00:00,7.365726498630134
2021-08-05 16:00:00,6.7838063649673455
2021-08-05 17:00:00,6.65025273051421
2021-08-05 18:00:00,6.363486542646863
2021-08-05 19:00:00,6.833736486306114
2021-08-05 20:00:00,6.923721397422786
2021-08-05 21:00:00,7.249448491943438
2021-08-05 22:00:00,7.681313243424717
2021-08-05 23:00:00,7.920212849019711
2021-08-06 00:00:00,6.581777767314439
2021-08-06 01:00:00,6.483519242389062
2021-08-06 02:00:00,6.4465719701795265
2021-08-06 03:00:00,6.680107241227209
2021-08-06 04:00:00,6.569387959692645
2021-08-06 05:00:00,6.430631510531061
2021-08-06 06:00:00,6.87262681515836
2021-08-06 07:00:00,7.016352747559826
2021-08-06 08:00:00,6.875923171912037
2021-08-06 09:00:00,7.018906698188989
2021-08-06 10:00:00,7.123064049708847
2021-08-06 11:00:00,7.189227340149589
2021-08-06 12:00:00,7.050483420978302
2021-08-06 13:00:00,7.037856880653325
