,ML
2021-08-05 10:00:00,0.7368265065986233
2021-08-05 11:00:00,0.733880362249627
2021-08-05 12:00:00,0.8926946324187456
2021-08-05 13:00:00,0.9030080192882294
2021-08-05 14:00:00,0.9124603464193087
2021-08-05 15:00:00,0.9251181149817015
2021-08-05 16:00:00,0.9330227190740094
2021-08-05 17:00:00,0.940717355453775
2021-08-05 18:00:00,0.9417882407360519
2021-08-05 19:00:00,0.940694956421046
2021-08-05 20:00:00,0.9370745413529865
2021-08-05 21:00:00,0.9388531891957742
2021-08-05 22:00:00,0.9370691479758794
2021-08-05 23:00:00,0.9620677528211724
2021-08-06 00:00:00,1.1294112315078253
2021-08-06 01:00:00,1.1377079868190156
2021-08-06 02:00:00,1.1557846520932409
2021-08-06 03:00:00,1.1691924836268137
2021-08-06 04:00:00,1.1954171408469951
2021-08-06 05:00:00,1.2131813733551078
2021-08-06 06:00:00,1.2133861131186248
2021-08-06 07:00:00,1.2173724315817616
2021-08-06 08:00:00,1.219879115300311
2021-08-06 09:00:00,1.2169165339879655
2021-08-06 10:00:00,1.2098529988091726
2021-08-06 11:00:00,1.1639664687738338
2021-08-06 12:00:00,1.2371805140464622
2021-08-06 13:00:00,1.2288907034308305
2021-08-06 14:00:00,1.2116765799369356
2021-08-06 15:00:00,1.1997144803051032
2021-08-06 16:00:00,1.191225782926549
2021-08-06 17:00:00,1.17537928693691
2021-08-06 18:00:00,1.1674766604460547
2021-08-06 19:00:00,1.1595343215696485
2021-08-06 20:00:00,1.1462964791741699
2021-08-06 21:00:00,1.1396144085479467
2021-08-06 22:00:00,1.1333967059793253
2021-08-06 23:00:00,1.1074687510904062
2021-08-07 00:00:00,1.0463904506013986
2021-08-07 01:00:00,1.0258768956484312
2021-08-07 02:00:00,1.01542412375989
2021-08-07 03:00:00,0.9987613462239634
2021-08-07 04:00:00,0.9871428418549107
2021-08-07 05:00:00,0.9737901817051752
2021-08-07 06:00:00,0.962317115701936
2021-08-07 07:00:00,0.9566035612977511
2021-08-07 08:00:00,0.9472476265288746
2021-08-07 09:00:00,0.9294375576802073
2021-08-07 10:00:00,0.9222488393127216
2021-08-07 11:00:00,0.914019057518117
2021-08-07 12:00:00,0.8041116971259242
2021-08-07 13:00:00,0.8022528426166454
2021-08-07 14:00:00,0.7956765093117214
2021-08-07 15:00:00,0.796116385338172
2021-08-07 16:00:00,0.7909322015802608
2021-08-07 17:00:00,0.7913923779579165
2021-08-07 18:00:00,0.7873516330150571
2021-08-07 19:00:00,0.7946606997944584
2021-08-07 20:00:00,0.7953416772163174
2021-08-07 21:00:00,0.8002049945437072
2021-08-07 22:00:00,0.7963409067968595
2021-08-07 23:00:00,0.7941265010078636
2021-08-08 00:00:00,0.8740627943388762
2021-08-08 01:00:00,0.8703878371279469
2021-08-08 02:00:00,0.8638976783136915
2021-08-08 03:00:00,0.8617527472132948
2021-08-08 04:00:00,0.8598884309905935
2021-08-08 05:00:00,0.8603644598798365
2021-08-08 06:00:00,0.8681505023517214
2021-08-08 07:00:00,0.8926985376363622
2021-08-08 08:00:00,0.9008291470918318
2021-08-08 09:00:00,0.8948175164471347
2021-08-08 10:00:00,0.8709983132510709
2021-08-08 11:00:00,0.9471953816077122
2021-08-08 12:00:00,0.9267683593280936
2021-08-08 13:00:00,0.9202664414245242
2021-08-08 14:00:00,0.929144105250712
2021-08-08 15:00:00,0.9317506172027671
2021-08-08 16:00:00,0.9667050636109812
2021-08-08 17:00:00,0.9893862900594396
2021-08-08 18:00:00,1.007152110663257
2021-08-08 19:00:00,1.0251692587664007
2021-08-08 20:00:00,1.0591272973017423
2021-08-08 21:00:00,1.1020722342589508
2021-08-08 22:00:00,1.158479853468341
2021-08-08 23:00:00,1.2113981582163769
2021-08-09 00:00:00,1.313430270273319
2021-08-09 01:00:00,1.4267863606136182
2021-08-09 02:00:00,1.5248704081001176
2021-08-09 03:00:00,1.2805645855225276
2021-08-09 04:00:00,1.3633258479696893
2021-08-09 05:00:00,1.1489771899978483
2021-08-09 06:00:00,1.1743526324278621
2021-08-09 07:00:00,1.1834769641933198
2021-08-09 08:00:00,1.194665211202418
2021-08-09 09:00:00,1.2012478744051263
2021-08-09 10:00:00,1.2117426089440617
2021-08-09 11:00:00,1.2151940548808873
2021-08-09 12:00:00,1.185828201116591
2021-08-09 13:00:00,1.183319106554005
2021-08-09 14:00:00,1.1821420967340872
2021-08-09 15:00:00,1.1728043535519126
2021-08-09 16:00:00,1.1747027232323008
2021-08-09 17:00:00,1.1667522922841758
2021-08-09 18:00:00,1.1669299300854792
2021-08-09 19:00:00,1.1677233721538909
2021-08-09 20:00:00,1.1691321314154661
2021-08-09 21:00:00,1.170850849944271
2021-08-09 22:00:00,1.1693918970258943
2021-08-09 23:00:00,1.1732832359738938
2021-08-10 00:00:00,1.1641863309339626
2021-08-10 01:00:00,1.1691839051496238
2021-08-10 02:00:00,1.174404403869622
2021-08-10 03:00:00,1.1819318118609103
2021-08-10 04:00:00,1.1866553137800455
2021-08-10 05:00:00,1.1965423624305622
2021-08-10 06:00:00,1.1927483297037789
2021-08-10 07:00:00,1.1896122509617135
2021-08-10 08:00:00,1.1951403215663277
2021-08-10 09:00:00,1.1936171727633729
2021-08-10 10:00:00,1.1948981779996304
2021-08-10 11:00:00,1.198661353071237
2021-08-10 12:00:00,1.1921371740085551
2021-08-10 13:00:00,1.1939789476310072
2021-08-10 14:00:00,1.191684506501168
2021-08-10 15:00:00,1.194242617553655
2021-08-10 16:00:00,1.1929419767791958
2021-08-10 17:00:00,1.192905604338079
2021-08-10 18:00:00,1.1931361168687813
2021-08-10 19:00:00,1.193330933672718
2021-08-10 20:00:00,1.1935905904455828
2021-08-10 21:00:00,1.194114480685822
2021-08-10 22:00:00,1.1958897933517645
2021-08-10 23:00:00,1.186518514012217
2021-08-11 00:00:00,1.2117426449631525
2021-08-11 01:00:00,1.2079841245467158
2021-08-11 02:00:00,1.2045024922291727
2021-08-11 03:00:00,1.1974614451487158
2021-08-11 04:00:00,1.1973398442099963
2021-08-11 05:00:00,1.1940062946433223
2021-08-11 06:00:00,1.1898067908431336
2021-08-11 07:00:00,1.1838538272527035
2021-08-11 08:00:00,1.179576948629318
2021-08-11 09:00:00,1.1797394362522329
2021-08-11 10:00:00,1.182722289411198
2021-08-11 11:00:00,1.1960463723474821
2021-08-11 12:00:00,1.23132504285859
2021-08-11 13:00:00,1.2377764035952783
2021-08-11 14:00:00,1.238364120839981
2021-08-11 15:00:00,1.2426504006184782
2021-08-11 16:00:00,1.2386139761567463
2021-08-11 17:00:00,1.254890607296098
2021-08-11 18:00:00,1.2573882558002272
2021-08-11 19:00:00,1.2839202718737204
2021-08-11 20:00:00,1.2909858987766658
2021-08-11 21:00:00,1.279893582174375
2021-08-11 22:00:00,1.2811054837833589
2021-08-11 23:00:00,1.269833094628896
2021-08-12 00:00:00,1.23956516721507
2021-08-12 01:00:00,1.2363402310779013
2021-08-12 02:00:00,1.23427601503114
2021-08-12 03:00:00,1.2424875278705743
2021-08-12 04:00:00,1.2482553665800333
2021-08-12 05:00:00,1.2636361065274269
2021-08-12 06:00:00,1.307506141495615
2021-08-12 07:00:00,1.3630157301038037
2021-08-12 08:00:00,1.4107417742208541
2021-08-12 09:00:00,1.4328031672745707
2021-08-12 10:00:00,1.4502302519950734
2021-08-12 11:00:00,1.4511929997212674
2021-08-12 12:00:00,1.4077279972756755
2021-08-12 13:00:00,1.4118623899116653
2021-08-12 14:00:00,1.409854084243593
2021-08-12 15:00:00,1.3977922704535655
2021-08-12 16:00:00,1.3801104672052087
2021-08-12 17:00:00,1.3607942513642104
2021-08-12 18:00:00,1.3213109052406122
2021-08-12 19:00:00,1.2934629893759026
2021-08-12 20:00:00,1.272008356484095
2021-08-12 21:00:00,1.2483021357783204
2021-08-12 22:00:00,1.2264768664973504
2021-08-12 23:00:00,1.202829051892855
2021-08-13 00:00:00,1.163889720690012
2021-08-13 01:00:00,1.140198616577603
2021-08-13 02:00:00,1.1098962714558305
2021-08-13 03:00:00,1.0848782587417283
2021-08-13 04:00:00,1.055560445505126
2021-08-13 05:00:00,1.0333975029104285
2021-08-13 06:00:00,1.0060698103562267
2021-08-13 07:00:00,0.9903569879862978
2021-08-13 08:00:00,0.9726211890753113
2021-08-13 09:00:00,0.9595745552357254
2021-08-13 10:00:00,0.9488741089034057
2021-08-13 11:00:00,0.9381353826539399
2021-08-13 12:00:00,0.9167421255998726
2021-08-13 13:00:00,0.9143309992148193
2021-08-13 14:00:00,0.9146742007848455
2021-08-13 15:00:00,0.9250589999047353
2021-08-13 16:00:00,0.9303332036819344
2021-08-13 17:00:00,0.9432976118738864
2021-08-13 18:00:00,0.9597538741231849
2021-08-13 19:00:00,0.9699800115029332
2021-08-13 20:00:00,0.9052293984164842
2021-08-13 21:00:00,0.9030520694113399
2021-08-13 22:00:00,0.8820202181419056
2021-08-13 23:00:00,0.8557123021907723
2021-08-14 00:00:00,0.889000362731671
2021-08-14 01:00:00,0.8761599032518724
2021-08-14 02:00:00,0.8639213652368806
2021-08-14 03:00:00,0.8456438514669163
2021-08-14 04:00:00,0.8331756472442883
2021-08-14 05:00:00,0.8283309966001248
2021-08-14 06:00:00,0.9535460187580161
2021-08-14 07:00:00,0.9596700874630993
2021-08-14 08:00:00,0.9654830423745265
2021-08-14 09:00:00,0.9572924740150436
2021-08-14 10:00:00,0.942820152433581
2021-08-14 11:00:00,0.9362545925684099
2021-08-14 12:00:00,1.0032019054868557
2021-08-14 13:00:00,0.9978961225324307
2021-08-14 14:00:00,0.9916984291108312
2021-08-14 15:00:00,0.9848098813266896
2021-08-14 16:00:00,0.9775531174837068
2021-08-14 17:00:00,0.9696215198806643
2021-08-14 18:00:00,0.9600819941841762
2021-08-14 19:00:00,0.9471717550984823
2021-08-14 20:00:00,0.8143010764349697
2021-08-14 21:00:00,0.8054750651615362
2021-08-14 22:00:00,0.7946482892216985
2021-08-14 23:00:00,0.7924995400581302
2021-08-15 00:00:00,0.8888055741277728
2021-08-15 01:00:00,0.8854963721989161
2021-08-15 02:00:00,0.8860190917348459
2021-08-15 03:00:00,0.8801395619094482
2021-08-15 04:00:00,0.8746083905090406
2021-08-15 05:00:00,0.8706418479832002
2021-08-15 06:00:00,0.8594185984992001
2021-08-15 07:00:00,0.8559337991908914
2021-08-15 08:00:00,0.8450858645218781
2021-08-15 09:00:00,0.8308027249695421
2021-08-15 10:00:00,0.7338434245226201
2021-08-15 11:00:00,0.7291221569845435
2021-08-15 12:00:00,0.71143501873263
2021-08-15 13:00:00,0.7106120899250118
2021-08-15 14:00:00,0.7105360702381819
2021-08-15 15:00:00,0.709853850549213
2021-08-15 16:00:00,0.7277824469019537
2021-08-15 17:00:00,0.7316564954855956
2021-08-15 18:00:00,0.7477457306321854
2021-08-15 19:00:00,0.7672096296830507
2021-08-15 20:00:00,0.7899592571366384
2021-08-15 21:00:00,0.8058035437066006
2021-08-15 22:00:00,0.8190656038177789
2021-08-15 23:00:00,0.8420460218061686
2021-08-16 00:00:00,0.8404671906796598
2021-08-16 01:00:00,0.9497390452815199
2021-08-16 02:00:00,0.9541383464044951
2021-08-16 03:00:00,0.9632437103654338
2021-08-16 04:00:00,0.9592647148719252
2021-08-16 05:00:00,0.7344670504270256
2021-08-16 06:00:00,0.7332821486717307
2021-08-16 07:00:00,0.7355215106355506
2021-08-16 08:00:00,0.7405773133999137
2021-08-16 09:00:00,0.7463768169961826
2021-08-16 10:00:00,0.7293239420081888
2021-08-16 11:00:00,0.7339562293632774
